profile_id,text,position_raw,department_true,department_pred,department_conf,seniority_true,seniority_pred,seniority_conf
547,head of sales partnerships,Head of Sales & Partnerships,Sales,Sales,1.0,Lead,Director,1.0
548,public health consultant,Public Health Consultant,Consulting,Consulting,0.9509083593453026,Senior,Senior,0.817745851360076
549,vertriebsleiter,Vertriebsleiter,Sales,Sales,1.0,Lead,Lead,0.9912006684686034
550,devsecops coe lead,DevSecOps CoE Lead,Information Technology,Other,0.23446225062185713,Lead,Senior,0.3894569424618884
551,executive vice president digital customer solutions,Executive Vice President Digital Customer Solutions,Marketing,Other,0.40703087569344587,Management,Director,1.0
552,senior financial crimes investigator,Senior Financial Crimes Investigator,Other,Other,0.18598981247809332,Senior,Senior,1.0
553,projektmanager therapieberufe,Projektmanager Therapieberufe,Project Management,Project Management,0.9888288429224816,Senior,Lead,1.0
554,leiter zerstorungsfreie prufungen mqp,Leiter Zerstörungsfreie Prüfungen MQP,Other,Other,0.34451203063857044,Lead,Lead,0.9997690962406777
555,referent digitale schiene,Referent Digitale Schiene,Marketing,Information Technology,0.5255436885883205,Senior,Junior,0.9245686448094033
556,director projects,Director Projects,Project Management,Other,1.0,Director,Director,1.0
557,geschaftsfuhrer general manager,Geschäftsführer / General Manager,Other,Other,1.0,Management,Management,1.0
558,managing partner,Managing Partner,Business Development,Other,0.25605717212291784,Management,Lead,1.0
559,retired,retired,Other,Other,0.2726600002912511,Senior,Senior,0.4175199924506954
560,vertriebsspezialist,Vertriebsspezialist,Sales,Sales,1.0,Senior,Senior,0.4175199924506954
561,diatary aide,Diatary Aide,Other,Other,0.2726600002912511,Senior,Senior,0.4175199924506954
562,geschaftsfuhrer,Geschäftsführer,Other,Other,1.0,Management,Management,0.9994884898898059
563,consultant,Consultant,Consulting,Consulting,0.9999960156660944,Senior,Senior,0.9930118622889688
564,research analyst,Research Analyst,Other,Other,0.2359332583404971,Senior,Junior,1.0
565,senior consultant data center,Senior Consultant Data Center,Consulting,Consulting,0.9713642439539316,Senior,Senior,1.0
566,head of riv academy blockchain,Head Of RIV Academy - Blockchain,Information Technology,Other,0.25991969353915684,Lead,Director,1.0
567,software architect,Software Architect,Information Technology,Information Technology,1.0,Senior,Senior,0.35675321958275424
568,product and service manager qualitymanagement solution architect,Product and Service Manager Qualitymanagement; Solution architect,Other,Information Technology,1.0,Senior,Lead,1.0
569,geschaftsfuhrender inhaber,Geschäftsführender Inhaber,Other,Other,0.2685731788784643,Management,Management,0.7389269814566831
570,team bereichsleiter,Team/Bereichsleiter,Other,Other,0.28333754646261594,Lead,Lead,0.7971093455797896
571,elektrotechniker mit erweitertem aufgabenbereich,Elektrotechniker mit erweitertem Aufgabenbereich,Other,Information Technology,1.0,Senior,Senior,0.33777095793788636
572,gedelegeerd business owner,(gedelegeerd) Business owner,Other,Other,1.0,Management,Management,1.0
573,regional sales manager central european region,"Regional Sales Manager, Central European Region",Sales,Sales,1.0,Senior,Lead,1.0
574,mitglied der geschaftsleitung,Mitglied der Geschäftsleitung,Other,Other,0.39756936744518645,Management,Lead,0.8878971431329779
575,chief transformation officer,Chief Transformation Officer,Other,Other,0.3496863465200179,Management,Management,1.0
576,general manager in,General Manager:in,Other,Other,0.30750804018733185,Management,Management,1.0
577,business development agent,Business Development Agent,Business Development,Sales,1.0,Senior,Senior,0.3727322016956153
578,professeur de mathematique particulier,Professeur de Mathématique particulier,Other,Marketing,0.49011682040449456,Senior,Senior,0.50598790053933
579,business development leader,Business Development Leader,Business Development,Sales,1.0,Lead,Senior,0.391972345253977
580,professor,Professor,Other,Other,1.0,Senior,Senior,0.4175199924506954
581,mitgrunderin,Mitgründerin,Other,Other,0.2726600002912511,Management,Senior,0.4175199924506954
582,eigenaar,Eigenaar,Other,Other,0.2726600002912511,Management,Senior,0.4175199924506954
583,teamleiter,Teamleiter,Other,Other,0.41366876707356676,Lead,Lead,0.9758555677890417
584,automotive sales manager,Automotive Sales Manager,Sales,Sales,1.0,Senior,Lead,1.0
585,personal trainer,Personal Trainer,Other,Other,0.24344117025672274,Senior,Senior,0.427199008491801
586,geschaftsfuhrer,Geschäftsführer,Other,Other,1.0,Management,Management,0.9994884898898059
587,principal,Principal,Other,Other,0.251722704785443,Senior,Lead,1.0
588,abteilungsleiter controlling abrechnung und edv,"Abteilungsleiter Controlling, Abrechnung und EDV",Other,Other,0.247583790678305,Lead,Lead,0.9068159434064174
589,cultivation,cultivation,Other,Other,0.2726600002912511,Senior,Senior,0.4175199924506954
590,pensionar,Pensionär,Other,Other,0.2726600002912511,Senior,Senior,0.4175199924506954
591,supply chain manager,Supply Chain Manager,Other,Other,0.30889556978210353,Senior,Lead,1.0
592,member board of directors,Member Board Of Directors,Other,Other,1.0,Management,Director,1.0
593,leiter geschaftsbuchhaltung a d,Leiter Geschäftsbuchhaltung a.D.,Other,Other,0.34451203063857044,Lead,Lead,0.9997690962406777
594,vice president human resources health security subscription services h3s north americas,"Vice President, Human Resources, Health & Security Subscription Services (H3S), North Americas",Human Resources,Information Technology,1.0,Management,Director,1.0
595,transport manager,Transport Manager,Other,Other,0.28144101457522197,Senior,Lead,1.0
596,president ccrg hauts de france,Président CCRG Hauts de France,Other,Other,0.39871471644023876,Management,Senior,0.5389718699920353
597,key account director europe middle east africa,"Key Account Director Europe, Middle East & Africa",Sales,Other,1.0,Director,Director,1.0
598,softwareentwickler,Softwareentwickler,Information Technology,Information Technology,1.0,Senior,Senior,0.4175199924506954
599,senior design engineer,Senior Design Engineer,Information Technology,Information Technology,1.0,Senior,Senior,1.0
600,radio engineering tdi huawei sran mobile network testing,Radio Engineering @ TDI | Huawei SRAN & Mobile Network Testing,Information Technology,Information Technology,1.0,Senior,Senior,0.40779605525853346
601,angestellter,Angestellter,Other,Other,0.29467385247266553,Senior,Senior,0.4175199924506954
602,advanced purchasing commercial vehicles and services,Advanced Purchasing - Commercial Vehicles and Services,Purchasing,Sales,1.0,Senior,Senior,0.3286220241592534
603,owner cso,Owner - CSO,Sales,Other,1.0,Management,Management,1.0
604,site manager,Site Manager,Project Management,Other,0.28144101457522197,Senior,Lead,1.0
605,sap consultant geschaftsfuhrer gesellschafter,"SAP Consultant, Geschäftsführer, Gesellschafter",Consulting,Other,1.0,Management,Management,0.685608897344194
606,buying porecurement allocation,"Buying, Porecurement & Allocation",Purchasing,Other,0.2726600002912511,Senior,Senior,0.40138237805284815
607,kanzler der deutschen assoziation,Kanzler der deutschen Assoziation,Other,Administrative,0.8604510344159816,Management,Lead,0.6113895101431746
608,auszubildender zum kaufmann fur dialogmarketing,Auszubildender zum Kaufmann für Dialogmarketing,Marketing,Marketing,1.0,Junior,Senior,0.3733519415623695
